導杒抧曽丂娐嫬曻幩擻應掕寢壥乮巄掕抣乯,,,,乮暯惉23擭4寧1擔乣30擔乯,,,,,,,,儌僯僞儕儞僌俀亅侾(導杒),,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,(15帪00暘),(13帪15暘),(13帪46暘),(14帪26暘),(14帪09暘),(16帪24暘),(15帪40暘),(16帪02暘),,,,,,,,,,,,,,
,1夞栚,0.22,0.87,0.72,0.26,0.46,0.40,0.13,0.27,,,,,,,,,,,,,,
4寧7擔,,(10帪58暘),(8帪54暘),(9帪32暘),(10帪16暘),(9帪58暘),(12帪16暘),(11帪36暘),(11帪55暘),,,,,,,,,,,,,,
(栘),2夞栚,0.23,0.87,0.71,0.25,0.44,0.38,0.14,0.31,,,,,,,,,,,,,,
,,(15帪23暘),(13帪38暘),(14帪05暘),(14帪45暘),(14帪29暘),(16帪48暘),(16帪09暘),(16帪27暘),,,,,,,,,,,,,,
,1夞栚,0.23,0.83,0.69,0.26,0.51,0.39,0.13,0.27,,,,,,,,,,,,,,
4寧8擔,,(10帪39暘),(8帪50暘),(9帪22暘),(10帪01暘),(9帪45暘),(11帪53暘),(11帪17暘),(11帪35暘),,,,,,,,,,,,,,
(嬥),2夞栚,0.25,0.80,0.70,0.25,0.44,0.43,0.14,0.28,,,,,,,,,,,,,,
,,(15帪24暘),(13帪24暘),(14帪03暘),(14帪45暘),(14帪27暘),(16帪47暘),(16帪07暘),(16帪27暘),,,,,,,,,,,,,,
,1夞栚,0.25,0.89,0.79,0.27,0.42,0.46,0.15,0.30,,,,,,,,,,,,,,
4寧9擔,,(10帪22暘),(8帪43暘),(9帪13暘),(9帪48暘),(9帪33暘),(11帪40暘),(11帪03暘),(11帪21暘),,,,,,,,,,,,,,
(搚),2夞栚,0.25,0.94,0.76,0.27,0.46,0.46,0.14,0.30,,,,,,,,,,,,,,
,,(14帪46暘),(13帪12暘),(13帪40暘),(14帪13暘),(14帪00暘),(16帪03暘),(15帪26暘),(15帪44暘),,,,,,,,,,,,,,
,1夞栚,0.26,0.83,0.72,0.25,0.39,0.43,0.14,0.28,,,,,,,,,,,,,,
4寧10擔,,(10帪30暘),(8帪38暘),(9帪10暘),(9帪53暘),(9帪35暘),(11帪54暘),(11帪11暘),(11帪30暘),,,,,,,,,,,,,,
(擔),2夞栚,0.25,0.85,0.75,0.26,0.46,0.43,0.15,0.33,,,,,,,,,,,,,,
,,(15帪07暘),(13帪21暘),(13帪50暘),(14帪30暘),(14帪13暘),(16帪25暘),(15帪46暘),(16帪05暘),,,,,,,,,,,,,,
,1夞栚,0.23,0.78,0.64,0.24,0.41,0.41,0.15,0.26,,,,,,,,,,,,,,
4寧11擔,,(10帪00暘),(8帪50暘),(9帪20暘),(10帪05暘),(9帪46暘),(11帪09暘),(11帪50暘),(10帪47暘),,,,,,,,,,,,,,
(寧),2夞栚,0.23,0.81,0.63,0.24,0.42,0.40,0.13,0.28,,,,,,,,,,,,,,
,,(15帪00暘),(13帪16暘),(13帪57暘),(15帪03暘),(14帪36暘),(16帪05暘),(16帪05暘),(15帪44暘),,,,,,,,,,,,,,
,1夞栚,0.22,0.82,0.64,0.24,0.40,0.38,0.17,0.27,,,,,,,,,,,,,,
4寧12擔,,(10帪00暘),(8帪50暘),(9帪32暘),(10帪24暘),(10帪02暘),(11帪27暘),(11帪15暘),(11帪02暘),,,,,,,,,,,,,,
(壩),2夞栚,0.22,0.73,0.65,0.23,0.39,0.38,0.14,0.26,,,,,,,,,,,,,,
,,(15帪53暘),(13帪30暘),(14帪03暘),(14帪50暘),(14帪32暘),(15帪54暘),(15帪50暘),(15帪30暘),,,,,,,,,,,,,,
,1夞栚,0.24,0.75,0.62,0.23,0.37,0.37,0.16,0.27,,,,,,,,,,,,,,
4寧13擔,,(10帪00暘),(9帪00暘),(9帪41暘),(10帪26暘),(10帪07暘),(11帪32暘),(11帪00暘),(11帪09暘),,,,,,,,,,,,,,
(悈),2夞栚,0.23,0.71,0.63,0.22,0.37,0.39,0.15,0.28,,,,,,,,,,,,,,
,,(15帪00暘),(13帪30暘),(14帪11暘),(15帪05暘),(14帪44暘),(16帪28暘),(15帪35暘),(15帪46暘),,,,,,,,,,,,,,
,1夞栚,0.24,0.74,0.65,0.21,0.38,0.38,0.14,0.25,,,,,,,,,,,,,,
4寧14擔,,(10帪00暘),(8帪43暘),(9帪15暘),(9帪57暘),(9帪40暘),(11帪01暘),(10帪00暘),(10帪40暘),,,,,,,,,,,,,,
(栘),2夞栚,0.22,0.69,0.60,0.21,0.36,0.36,0.15,0.25,,,,,,,,,,,,,,
,,(15帪00暘),(13帪20暘),(14帪03暘),(14帪50暘),(14帪31暘),(15帪55暘),(16帪00暘),(15帪28暘),,,,,,,,,,,,,,
,1夞栚,0.22,0.68,0.63,0.21,0.36,0.34,0.15,0.24,,,,,,,,,,,,,,
4寧15擔,,(10帪10暘),(8帪46暘),(9帪22暘),(10帪04暘),(9帪45暘),(11帪04暘),(10帪15暘),(10帪41暘),,,,,,,,,,,,,,
(嬥),2夞栚,0.21,0.57,0.58,0.22,0.34,0.36,0.14,0.23,,,,,,,,,,,,,,
,,(15帪00暘),(13帪20暘),(13帪52暘),(14帪38暘),(14帪19暘),(15帪45暘),(15帪15暘),(15帪18暘),,,,,,,,,,,,,,
,1夞栚,0.21,0.72,0.65,0.28,0.39,0.37,0.16,0.25,,,,,,,,,,,,,,
4寧16擔,,(10帪05暘),(8帪55暘),(9帪30暘),(10帪03暘),(9帪50暘),(11帪02暘),(9帪50暘),(10帪40暘),,,,,,,,,,,,,,
(搚),2夞栚,0.23,0.74,0.60,0.27,0.36,0.42,0.14,0.27,,,,,,,,,,,,,,
,,(15帪05暘),(13帪54暘),(14帪31暘),(15帪11暘),(14帪54暘),(16帪21暘),(15帪45暘),(15帪48暘),,,,,,,,,,,,,,
,1夞栚,0.22,0.79,0.60,,0.47,0.38,0.15,0.19,,,,,,,,,,,,,,
4寧17擔,,(10帪00暘),(9帪15暘),(9帪43暘),,(10帪05暘),(11帪34暘),(10帪15暘),(11帪57暘),,,,,,,,,,,,,,
(擔),2夞栚,0.23,0.78,0.70,0.27,0.39,0.45,0.14,0.27,,,,,,,,,,,,,,
,,(15帪00暘),(13帪42暘),(14帪17暘),(14帪55暘),(14帪38暘),(15帪55暘),(15帪35暘),(15帪32暘),,,,,,,,,,,,,,
,1夞栚,0.22,0.71,0.66,0.24,0.38,0.38,0.15,0.26,,,,,,,,,,,,,,
4寧18擔,,(10帪00暘),(9帪08暘),(9帪47暘),(10帪32暘),(10帪14暘),(11帪31暘),(10帪00暘),(11帪09暘),,,,,,,,,,,,,,
(寧),2夞栚,0.22,0.74,0.64,0.24,0.38,0.40,0.15,0.27,,,,,,,,,,,,,,
,,(15帪00暘),(13帪24暘),(13帪58暘),(14帪41暘),(14帪23暘),(15帪43暘),(15帪30暘),(15帪21暘),,,,,,,,,,,,,,
,1夞栚,0.18,0.71,0.59,0.24,0.38,0.37,0.15,0.28,,,,,,,,,,,,,,
4寧19擔,,(10帪00暘),(8帪48暘),(9帪23暘),(10帪06暘),(9帪48暘),(11帪16暘),(10帪11暘),(10帪51暘),,,,,,,,,,,,,,
(壩),2夞栚,0.21,0.71,0.60,0.23,0.37,0.38,0.14,0.27,,,,,,,,,,,,,,
,,(15帪00暘),(13帪18暘),(13帪53暘),(14帪34暘),(14帪16暘),(15帪46暘),(15帪40暘),(15帪16暘),,,,,,,,,,,,,,
,1夞栚,0.24,0.71,0.63,0.22,0.37,0.40,0.15,0.26,,,,,,,,,,,,,,
4寧20擔,,(10帪00暘),(8帪55暘),(9帪27暘),(10帪13暘),(9帪53暘),(11帪13暘),(10帪00暘),(10帪52暘),,,,,,,,,,,,,,
(悈),2夞栚,0.23,0.71,0.63,0.23,0.37,0.37,0.14,0.26,,,,,,,,,,,,,,
,,(15帪00暘),(13帪15暘),(13帪44暘),(14帪20暘),(14帪05暘),(15帪20暘),(15帪30暘),(14帪56暘),,,,,,,,,,,,,,
,1夞栚,0.23,0.69,0.65,0.23,0.36,0.40,0.13,0.25,,,,,,,,,,,,,,
4寧21擔,,(10帪00暘),(8帪54暘),(9帪28暘),(10帪07暘),(9帪51暘),(11帪07暘),(10帪00暘),(10帪44暘),,,,,,,,,,,,,,
(栘),2夞栚,0.24,0.65,0.60,0.23,0.37,0.40,0.13,0.25,,,,,,,,,,,,,,
,,(15帪00暘),(13帪20暘),(13帪55暘),(14帪35暘),(14帪15暘),(15帪30暘),(15帪15暘),(15帪10暘),,,,,,,,,,,,,,
,1夞栚,0.22,0.70,0.60,0.22,0.36,0.37,0.14,0.25,,,,,,,,,,,,,,
4寧22擔,,(10帪00暘),(8帪57暘),(9帪29暘),(10帪13暘),(9帪55暘),(11帪16暘),(10帪05暘),(10帪54暘),,,,,,,,,,,,,,
(嬥),2夞栚,0.22,0.67,0.61,0.22,0.37,0.37,0.14,0.25,,,,,,,,,,,,,,
,,(15帪15暘),(13帪15暘),(13帪45暘),(14帪23暘),(14帪06暘),(15帪38暘),(15帪40暘),(15帪03暘),,,,,,,,,,,,,,
,1夞栚,0.22,0.68,0.63,0.25,0.35,0.40,0.15,0.25,,,,,,,,,,,,,,
4寧23擔,,(10帪00暘),(9帪00暘),(9帪36暘),(10帪26暘),(10帪07暘),(11帪33暘),(9帪45暘),(11帪07暘),,,,,,,,,,,,,,
(搚),2夞栚,0.24,0.68,0.67,0.26,0.35,0.37,0.13,0.25,,,,,,,,,,,,,,
,,(15帪10暘),(13帪30暘),(14帪03暘),(14帪45暘),(14帪27暘),(15帪47暘),(15帪20暘),(15帪26暘),,,,,,,,,,,,,,
,1夞栚,0.17,0.68,0.61,0.23,0.37,0.36,0.17,0.26,,,,,,,,,,,,,,
4寧24擔,,(10帪00暘),(8帪47暘),(9帪16暘),(9帪51暘),(9帪37暘),(10帪51暘),(10帪00暘),(10帪29暘),,,,,,,,,,,,,,
(擔),2夞栚,0.21,0.66,0.60,0.21,0.37,0.37,0.14,0.24,,,,,,,,,,,,,,
,,(15帪00暘),(13帪14暘),(13帪43暘),(14帪22暘),(14帪05暘),(15帪17暘),(15帪00暘),(14帪56暘),,,,,,,,,,,,,,
,1夞栚,0.20,0.67,0.61,0.22,0.36,0.37,0.14,0.24,,,,,,,,,,,,,,
4寧25擔,,(10帪00暘),(9帪03暘),(9帪39暘),(10帪39暘),(10帪03暘),(11帪37暘),(10帪00暘),(11帪17暘),,,,,,,,,,,,,,
(寧),2夞栚,0.21,0.64,0.60,0.22,0.36,0.38,0.15,0.25,,,,,,,,,,,,,,
,,(15帪05暘),(13帪37暘),(14帪12暘),(14帪53暘),(14帪34暘),(15帪55暘),(14帪45暘),(15帪33暘),,,,,,,,,,,,,,
,1夞栚,0.21,0.65,0.61,0.21,0.35,0.37,0.14,0.23,,,,,,,,,,,,,,
4寧26擔,,(10帪00暘),(8帪53暘),(9帪17暘),(10帪10暘),(9帪54暘),(11帪11暘),(9帪45暘),(10帪50暘),,,,,,,,,,,,,,
(壩),2夞栚,0.21,0.61,0.60,0.20,0.34,0.39,0.14,0.24,,,,,,,,,,,,,,
,,(15帪00暘),(13帪37暘),(14帪08暘),(14帪45暘),(14帪29暘),(15帪47暘),(15帪10暘),(15帪26暘),,,,,,,,,,,,,,
,1夞栚,0.22,0.65,0.60,0.22,0.34,0.36,0.15,0.23,,,,,,,,,,,,,,
4寧27擔,,(10帪00暘),(8帪55暘),(9帪27暘),(10帪05暘),(9帪48暘),(11帪02暘),(10帪00暘),(10帪43暘),,,,,,,,,,,,,,
(悈),2夞栚,0.22,0.62,0.58,0.21,0.34,0.35,0.15,0.23,,,,,,,,,,,,,,
,,(15帪00暘),(13帪23暘),(13帪57暘),(14帪38暘),(14帪20暘),(15帪41暘),(15帪35暘),(15帪18暘),,,,,,,,,,,,,,
,1夞栚,0.21,0.64,0.57,0.19,0.35,0.34,0.15,0.22,,,,,,,,,,,,,,
4寧28擔,,(10帪00暘),(8帪47暘),(9帪25暘),(10帪05暘),(9帪47暘),(11帪09暘),(10帪20暘),(10帪45暘),,,,,,,,,,,,,,
(栘),2夞栚,0.20,0.63,0.61,0.21,0.32,0.36,0.13,0.24,,,,,,,,,,,,,,
,,(15帪00暘),(13帪28暘),(14帪02暘),(14帪47暘),(14帪29暘),(15帪45暘),(15帪00暘),(15帪25暘),,,,,,,,,,,,,,
,1夞栚,0.22,0.67,0.61,0.21,0.34,0.37,0.14,0.25,,,,,,,,,,,,,,
4寧29擔,,(10帪00暘),(8帪57暘),(9帪24暘),(10帪00暘),(9帪45暘),(10帪27暘),(10帪15暘),(10帪46暘),,,,,,,,,,,,,,
(嬥),2夞栚,0.22,0.65,0.56,0.25,0.35,0.33,0.15,0.23,,,,,,,,,,,,,,
,,(15帪00暘),(13帪14暘),(13帪42暘),(14帪15暘),(14帪00暘),(14帪45暘),(15帪00暘),(15帪03暘),,,,,,,,,,,,,,
,1夞栚,0.17,0.65,0.53,0.23,0.36,0.35,0.14,0.25,,,,,,,,,,,,,,
4寧30擔,,(10帪00暘),(8帪43暘),(9帪13暘),(9帪49暘),(9帪34暘),(10帪45暘),(10帪00暘),(10帪24暘),,,,,,,,,,,,,,
(搚),2夞栚,0.22,0.63,0.51,0.21,0.33,0.35,0.14,0.23,,,,,,,,,,,,,,
,,(15帪00暘),(13帪03暘),(13帪27暘),(14帪13暘),(13帪48暘),(15帪10暘),(15帪00暘),(14帪48暘),,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"仸棷堄揰侾丂偙傟傑偱偺掕揰偱偺應掕抣偵壛偊丄娐嫬曻幩擻應掕抣偺崅偄抧堟廃曈傪堏摦偟偰應掕偟偨寢壥偱偡丅丂丂丂
仸棷堄揰俀丂應掕憰抲偼慡偰僒乕儀僀儊乕僞偱偡丅",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
夛捗抧曽丂娐嫬曻幩擻應掕寢壥乮巄掕抣乯,,,,乮暯惉23擭4寧1擔乣30擔乯,,,,,,,儌僯僞儕儞僌俀亅係(夛捗),,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,扨埵丗兪Gy/h佮兪Sv/倛乮喜港皋诓/帪娫佮喜港及娃倌/帪娫乯,,,,,,,,,,
,,"婌懡曽
巗栶強","杒墫尨懞
栶応",栰戲彫妛峑乮惣夛捗挰乯,"斨掤挰
栶応","挅昪戙挰
栶応",夛捗嶁壓挰栶応,"搾愳懞
岞柉娰","桍捗挰
栶応","嶰搰挰
栶応","嬥嶳挰
栶応","徍榓懞
栶応","夛捗旤棦挰
栶応崅揷巟強",,,,,,,,,,
暉搰戞堦尨敪偐傜偺曽岦媦傃嫍棧,,"惣杒惣
栺侾侽俆Km","惣杒惣
栺侾侽侽Km","惣
栺侾俀係Km","惣
栺俋係Km","惣
栺俉俁Km","惣
栺侾侽俉Km","惣
栺侾侽俀Km","惣
栺侾侾俈Km","惣
栺侾俀俁Km","惣
栺侾俁俁Km","惣
栺侾俀俇Km","惣
栺侾侽俆Km",,,,,,,,,,
,1夞栚,0.20,0.29,0.10,0.23,0.22,0.28,0.40,0.22,0.15,0.14,0.17,0.21,,,,,,,,,,
4寧1擔,,(10帪52暘),(10帪37暘),(12帪16暘),(10帪06暘),(9帪45暘),(11帪48暘),(11帪30暘),(13帪37暘),(13帪55暘),(14帪23暘),(14帪59暘),(16帪00暘),,,,,,,,,,
(嬥),2夞栚,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,1夞栚,0.17,0.30,0.10,0.28,0.20,0.23,0.43,0.23,0.16,0.14,0.16,0.20,,,,,,,,,,
4寧2擔,,(11帪15暘),(10帪53暘),(13帪14暘),(10帪15暘),(9帪56暘),(11帪55暘),(11帪39暘),(13帪40暘),(13帪57暘),(14帪24暘),(14帪49暘),(16帪11暘),,,,,,,,,,
(搚),2夞栚,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,1夞栚,0.18,0.26,0.10,0.30,0.21,0.24,0.38,0.22,0.14,0.14,0.14,0.17,,,,,,,,,,
4寧3擔,,(10帪16暘),(10帪02暘),(11帪27暘),(9帪34暘),(9帪15暘),(10帪58暘),(10帪41暘),(12帪36暘),(12帪52暘),(13帪17暘),(13帪42暘),(14帪35暘),,,,,,,,,,
(擔),2夞栚,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,1夞栚,0.17,0.24,0.10,0.30,0.20,0.20,0.33,0.20,0.16,0.13,0.16,0.21,,,,,,,,,,
4寧4擔,,(10帪40暘),(10帪27暘),(11帪53暘),(9帪58暘),(9帪38暘),(11帪24暘),(11帪08暘),(13帪00暘),(13帪15暘),(13帪42暘),(14帪08暘),(15帪12暘),,,,,,,,,,
(寧),2夞栚,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,1夞栚,0.16,0.24,0.11,0.29,0.21,0.22,0.35,0.20,0.16,0.12,0.15,0.18,,,,,,,,,,
4寧5擔,,(10帪20暘),(10帪05暘),(11帪36暘),(9帪36暘),(9帪18暘),(11帪07暘),(10帪47暘),(12帪41暘),(13帪00暘),(13帪36暘),(14帪02暘),(14帪56暘),,,,,,,,,,
(壩),2夞栚,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,1夞栚,0.17,0.24,0.11,0.27,0.19,0.22,0.35,0.16,0.15,0.12,0.17,0.18,,,,,,,,,,
4寧6擔,,(10帪37暘),(10帪25暘),(11帪52暘),(9帪58暘),(9帪39暘),(11帪23暘),(11帪07暘),(13帪04暘),(13帪22暘),(13帪49暘),(14帪17暘),(15帪11暘),,,,,,,,,,
(悈),2夞栚,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,1夞栚,0.15,0.23,0.10,0.22,0.20,0.21,0.30,0.16,0.12,0.13,0.15,0.16,,,,,,,,,,
4寧7擔,,(10帪35暘),(10帪06暘),(11帪58暘),(9帪39暘),(9帪18暘),(11帪26暘),(11帪04暘),(13帪09暘),(13帪26暘),(13帪53暘),(14帪19暘),(15帪15暘),,,,,,,,,,
(栘),2夞栚,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,1夞栚,0.18,0.23,0.09,0.25,0.21,0.20,0.32,0.17,0.14,0.12,0.14,0.19,,,,,,,,,,
4寧8擔,,(10帪59暘),(10帪42暘),(13帪35暘),(10帪12暘),(9帪46暘),(11帪54暘),(11帪34暘),(13帪05暘),(14帪22暘),(14帪55暘),(15帪31暘),(17帪05暘),,,,,,,,,,
(嬥),2夞栚,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,1夞栚,0.17,0.24,0.10,0.20,0.21,0.22,0.34,0.20,0.12,0.12,0.15,0.17,,,,,,,,,,
4寧9擔,,(10帪45暘),(10帪25暘),(12帪07暘),(9帪55暘),(9帪34暘),(11帪33暘),(11帪13暘),(13帪40暘),(13帪56暘),(14帪25暘),(15帪00暘),(16帪01暘),,,,,,,,,,
(搚),2夞栚,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,1夞栚,0.16,0.25,0.11,0.26,0.19,0.22,0.41,0.18,0.16,0.12,0.16,0.18,,,,,,,,,,
4寧10擔,,(10帪15暘),(10帪00暘),(11帪30暘),(9帪35暘),(9帪10暘),(11帪00暘),(10帪43暘),(13帪05暘),(13帪20暘),(13帪45暘),(14帪10暘),(15帪15暘),,,,,,,,,,
(擔),2夞栚,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,1夞栚,0.18,0.22,0.10,0.25,0.18,0.19,0.29,0.19,0.14,0.11,0.17,0.16,,,,,,,,,,
4寧11擔,,(10帪21暘),(10帪08暘),(11帪35暘),(9帪40暘),(9帪22暘),(11帪06暘),(10帪49暘),(12帪49暘),(13帪04暘),(13帪34暘),(14帪01暘),(14帪52暘),,,,,,,,,,
(寧),2夞栚,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,1夞栚,0.15,0.20,0.09,0.23,0.15,0.20,0.32,0.15,0.13,0.12,0.15,0.18,,,,,,,,,,
4寧12擔,,(10帪23暘),(10帪08暘),(11帪52暘),(9帪39暘),(9帪20暘),(11帪15暘),(10帪58暘),(13帪08暘),(13帪30暘),(13帪57暘),(14帪24暘),(15帪16暘),,,,,,,,,,
(壩),2夞栚,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,1夞栚,0.13,0.22,0.10,0.21,0.20,0.18,0.30,0.18,0.17,0.11,0.14,0.16,,,,,,,,,,
4寧13擔,,(10帪54暘),(10帪35暘),(12帪48暘),(10帪06暘),(9帪47暘),(11帪36暘),(11帪19暘),(13帪17暘),(13帪33暘),(13帪59暘),(14帪27暘),(15帪21暘),,,,,,,,,,
(悈),2夞栚,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,1夞栚,0.14,0.21,0.10,0.21,0.16,0.22,0.33,0.18,0.13,0.12,0.14,0.16,,,,,,,,,,
4寧14擔,,(10帪33暘),(10帪17暘),(12帪05暘),(9帪46暘),(9帪24暘),(11帪36暘),(11帪10暘),(13帪20暘),(13帪37暘),(14帪10暘),(14帪37暘),(15帪38暘),,,,,,,,,,
(栘),2夞栚,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,1夞栚,0.16,0.22,0.09,0.23,0.15,0.21,0.33,0.17,0.16,0.11,0.14,0.20,,,,,,,,,,
4寧15擔,,(10帪51暘),(10帪37暘),(12帪07暘),(10帪08暘),(9帪50暘),(11帪33暘),(11帪18暘),(13帪23暘),(13帪41暘),(14帪08暘),(14帪34暘),(15帪26暘),,,,,,,,,,
(嬥),2夞栚,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,1夞栚,0.16,0.20,0.12,0.23,0.17,0.21,0.32,0.18,0.13,0.11,0.14,0.16,,,,,,,,,,
4寧16擔,,(10帪32暘),(10帪05暘),(11帪46暘),(9帪37暘),(9帪17暘),(11帪17暘),(11帪01暘),(13帪05暘),(13帪21暘),(13帪51暘),(14帪18暘),(15帪16暘),,,,,,,,,,
(搚),2夞栚,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,1夞栚,0.17,0.23,0.12,0.24,0.18,0.21,0.31,0.19,0.14,0.11,0.14,0.16,,,,,,,,,,
4寧17擔,,(10帪32暘),(10帪04暘),(11帪54暘),(9帪35暘),(9帪14暘),(11帪25暘),(11帪06暘),(13帪24暘),(13帪40暘),(14帪10暘),(14帪38暘),(15帪40暘),,,,,,,,,,
(擔),2夞栚,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,1夞栚,0.17,0.20,0.09,0.23,0.18,0.18,0.39,0.15,0.15,0.12,0.17,0.15,,,,,,,,,,
4寧18擔,,(10帪39暘),(10帪24暘),(11帪52暘),(9帪59暘),(9帪38暘),(11帪25暘),(11帪07暘),(12帪53暘),(13帪08暘),(13帪39暘),(14帪07暘),(14帪57暘),,,,,,,,,,
(寧),2夞栚,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,1夞栚,0.15,0.20,0.11,0.20,0.15,0.18,0.32,0.15,0.12,0.11,0.13,0.15,,,,,,,,,,
4寧19擔,,(10帪30暘),(10帪17暘),(11帪58暘),(9帪47暘),(9帪26暘),(11帪29暘),(11帪04暘),(13帪36暘),(13帪53暘),(14帪20暘),(14帪48暘),(15帪48暘),,,,,,,,,,
(壩),2夞栚,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,1夞栚,0.14,0.22,0.11,0.22,0.17,0.20,0.28,0.17,0.15,0.11,0.15,0.17,,,,,,,,,,
4寧20擔,,(10帪39暘),(10帪20暘),(11帪57暘),(9帪53暘),(9帪30暘),(11帪29暘),(11帪08暘),(13帪23暘),(13帪40暘),(14帪08暘),(14帪35暘),(15帪36暘),,,,,,,,,,
(悈),2夞栚,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,1夞栚,0.15,0.19,0.09,0.21,0.14,0.17,0.29,0.16,0.12,0.10,0.13,0.14,,,,,,,,,,
4寧21擔,,(10帪15暘),(10帪02暘),(11帪32暘),(9帪36暘),(9帪18暘),(11帪05暘),(10帪47暘),(13帪10暘),(13帪25暘),(13帪50暘),(14帪15暘),(15帪08暘),,,,,,,,,,
(栘),2夞栚,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,1夞栚,0.14,0.19,0.10,0.24,0.16,0.17,0.33,0.16,0.13,0.11,0.15,0.14,,,,,,,,,,
4寧22擔,,(10帪50暘),(10帪34暘),(12帪06暘),(10帪04暘),(9帪45暘),(11帪37暘),(11帪21暘),(13帪30暘),(13帪47暘),(14帪23暘),(14帪50暘),(15帪48暘),,,,,,,,,,
(嬥),2夞栚,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,1夞栚,0.13,0.19,0.10,0.22,0.17,0.20,0.32,0.18,0.12,0.12,0.14,0.15,,,,,,,,,,
4寧23擔,,(10帪27暘),(10帪09暘),(12帪51暘),(9帪40暘),(9帪19暘),(11帪41暘),(10帪58暘),(13帪25暘),(13帪41暘),(14帪10暘),(14帪37暘),(15帪33暘),,,,,,,,,,
(搚),2夞栚,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,1夞栚,0.14,0.21,0.09,0.21,0.20,0.19,0.33,0.16,0.14,0.12,0.14,0.15,,,,,,,,,,
4寧24擔,,(10帪08暘),(9帪53暘),(11帪18暘),(9帪27暘),(9帪08暘),(10帪51暘),(10帪34暘),(11帪45暘),(12帪54暘),(13帪20暘),(13帪45暘),(14帪41暘),,,,,,,,,,
(擔),2夞栚,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,1夞栚,0.12,0.17,0.08,0.21,0.15,0.18,0.27,0.14,0.10,0.11,0.15,0.14,,,,,,,,,,
4寧25擔,,(10帪46暘),(10帪33暘),(12帪04暘),(10帪06暘),(9帪48暘),(11帪31暘),(11帪15暘),(13帪13暘),(13帪30暘),(14帪02暘),(14帪30暘),(15帪21暘),,,,,,,,,,
(寧),2夞栚,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,1夞栚,0.12,0.19,0.09,0.21,0.16,0.18,0.23,0.15,0.13,0.10,0.10,0.13,,,,,,,,,,
4寧26擔,,(10帪30暘),(10帪15暘),(11帪54暘),(9帪49暘),(9帪28暘),(11帪26暘),(11帪00暘),(12帪58暘),(13帪15暘),(13帪48暘),(14帪15暘),(15帪20暘),,,,,,,,,,
(壩),2夞栚,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,1夞栚,0.14,0.16,0.09,0.22,0.15,0.16,0.23,0.16,0.12,0.11,0.16,0.14,,,,,,,,,,
4寧27擔,,(10帪44暘),(10帪31暘),(11帪53暘),(10帪05暘),(9帪45暘),(11帪26暘),(11帪10暘),(13帪21暘),(13帪41暘),(14帪18暘),(14帪42暘),(15帪32暘),,,,,,,,,,
